congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,district_id,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
114,House,29729,3,2,MA,MA2,100,0,1,"McGOVERN, James P.",M000312,1959,,-0.539,-0.313,-77.9527,0.93242,1114,40,,-0.46,-0.67
114,House,29919,3,7,MA,MA7,100,0,1,"CAPUANO, Michael Everett",C001037,1952,,-0.58,-0.082,-111.61555,0.90351,1100,62,,-0.443,-0.438
114,House,10713,23,13,MI,MI13,100,0,1,"CONYERS, John, Jr.",C000714,1929,2019.0,-0.658,-0.512,-101.50849,0.90981,1074,38,,-0.538,-0.303
114,House,15033,23,9,MI,MI9,100,0,1,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-82.1549,0.92841,1106,30,,-0.434,-0.02
114,House,15446,23,6,MI,MI6,200,0,1,"UPTON, Frederick Stephen",U000031,1953,,0.323,-0.36,-210.02203,0.8297,1125,83,,0.31,-0.022
114,House,20331,23,10,MI,MI10,200,0,1,"MILLER, Candice S.",M001150,1954,,0.343,-0.001,-160.03739,0.859,1056,75,,0.384,0.028
114,House,20725,23,7,MI,MI7,200,0,1,"WALBERG, Tim",W000798,1951,,0.511,0.098,-97.15108,0.91677,1118,47,,0.513,0.215
114,House,21141,23,1,MI,MI1,200,0,1,"BENISHEK, Dan",B001271,1952,2021.0,0.491,-0.15,-198.80694,0.838,1122,105,,0.407,-0.042
114,House,21142,23,2,MI,MI2,200,0,1,"HUIZENGA, Bill",H001058,1969,,0.563,-0.039,-113.44038,0.90116,1090,53,,0.596,-0.043
114,House,21143,23,3,MI,MI3,200,0,1,"AMASH, Justin",A000367,1980,,0.654,-0.757,-486.11045,0.6484,1122,175,,0.573,-0.82
114,House,21372,23,5,MI,MI5,100,0,1,"KILDEE, Dan",K000380,1958,,-0.389,-0.216,-80.59221,0.92923,1098,28,,-0.433,-0.164
114,House,21526,23,4,MI,MI4,200,0,1,"MOOLENAAR, John",M001194,1961,,0.432,0.276,-100.1236,0.91382,1111,34,,0.429,0.47
114,House,21527,23,8,MI,MI8,200,0,1,"BISHOP, Michael Dean",B001293,1967,,0.451,0.095,-122.50499,0.89639,1120,57,,0.437,0.129
114,House,21528,23,11,MI,MI11,200,0,1,"TROTT, David A.",T000475,1960,,0.369,0.257,-108.13286,0.90789,1119,44,,0.373,0.315
114,House,21529,23,12,MI,MI12,100,0,1,"DINGELL, Debbie",D000624,1953,,-0.406,-0.146,-81.11674,0.92872,1097,34,,-0.464,0.03
114,House,21530,23,14,MI,MI14,100,0,1,"LAWRENCE, Brenda L",L000581,1954,,-0.448,-0.04,-81.04727,0.92965,1111,34,,-0.455,-0.037
114,House,14263,33,8,MN,MN8,100,0,1,"NOLAN, Richard Michael",N000127,1943,,-0.372,-0.372,-183.48773,0.84389,1081,68,,-0.275,-0.325
114,House,20122,33,4,MN,MN4,100,0,1,"McCOLLUM, Betty",M001143,1954,,-0.417,-0.185,-91.50532,0.9208,1109,31,,-0.457,-0.077
114,House,20333,33,2,MN,MN2,200,0,1,"KLINE, John",K000363,1947,,0.49,0.154,-112.95818,0.904,1114,45,,0.394,0.302
114,House,20726,33,1,MN,MN1,100,0,1,"WALZ, Tim",W000799,1964,,-0.275,0.131,-195.44699,0.83895,1113,80,,-0.261,0.1
114,House,20727,33,5,MN,MN5,100,0,1,"ELLISON, Keith",E000288,1963,,-0.537,-0.58,-91.04381,0.91887,1076,35,,-0.481,-0.504
114,House,20924,33,3,MN,MN3,200,0,1,"PAULSEN, Erik",P000594,1965,,0.402,-0.191,-166.84159,0.86091,1114,77,,0.392,-0.128
114,House,21531,33,6,MN,MN6,200,0,1,"EMMER, Thomas Earl II",E000294,1961,,0.45,-0.042,-178.24,0.85263,1118,80,,0.423,-0.079
114,House,29127,33,7,MN,MN7,100,0,1,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-460.60355,0.6616,1115,231,,-0.107,0.584
114,House,20925,46,3,MS,MS3,200,0,1,"HARPER, Gregg",H001045,1956,,0.384,0.48,-91.55113,0.92028,1102,36,,0.345,0.658
114,House,21147,46,1,MS,MS1,200,1,1,"NUNNELEE, Alan",N000186,1958,2015.0,0.488,0.574,,,,,,,
114,House,21148,46,4,MS,MS4,200,0,1,"PALAZZO, Steven",P000601,1970,,0.533,0.458,-109.25372,0.90336,1075,63,,0.487,0.495
114,House,21561,46,1,MS,MS1,200,2,2,"KELLY, Trent",K000388,1966,,0.632,0.293,-76.65926,0.91167,829,34,,0.542,0.384
114,House,29368,46,2,MS,MS2,100,0,1,"THOMPSON, Bennie",T000193,1948,,-0.516,0.397,-120.36949,0.89453,1080,56,,-0.534,0.293
114,House,20124,34,6,MO,MO6,200,0,1,"GRAVES, Samuel",G000546,1963,,0.443,0.194,-134.10907,0.88052,1054,56,,0.376,0.233
114,House,20147,34,1,MO,MO1,100,0,1,"CLAY, William Lacy, Jr.",C001049,1956,,-0.481,-0.078,-106.88393,0.90635,1087,38,,-0.483,0.106
114,House,20517,34,5,MO,MO5,100,0,1,"CLEAVER, Emanuel, II",C001061,1944,,-0.453,0.017,-100.67269,0.9054,1013,36,,-0.488,0.069
114,House,20926,34,3,MO,MO3,200,0,1,"LUETKEMEYER, Blaine",L000569,1952,,0.444,0.26,-86.09425,0.92511,1106,38,,0.429,0.36
114,House,21149,34,4,MO,MO4,200,0,1,"HARTZLER, Vicky",H001053,1960,,0.471,0.251,-95.5645,0.91814,1119,42,,0.509,0.535
114,House,21150,34,7,MO,MO7,200,0,1,"LONG, Billy",L000576,1955,,0.548,0.227,-89.27376,0.92031,1075,39,,0.505,0.53
114,House,21337,34,2,MO,MO2,200,0,1,"WAGNER, Ann",W000812,1962,,0.424,0.164,-89.28771,0.91855,1051,34,,0.44,0.269
114,House,21373,34,8,MO,MO8,200,0,1,"SMITH, Jason",S001195,1980,,0.589,0.219,-81.45125,0.92955,1115,42,,0.609,0.138
114,House,21532,64,1,MT,MT1,200,0,1,"ZINKE, Ryan",Z000018,1961,,0.412,-0.097,-192.64626,0.83975,1103,69,,0.412,-0.097
114,House,20518,35,1,NE,NE1,200,0,1,"FORTENBERRY, Jeff",F000449,1960,,0.304,-0.061,-189.39435,0.84327,1111,80,,0.318,-0.007
114,House,20729,35,3,NE,NE3,200,0,1,"SMITH, Adrian",S001172,1970,,0.516,0.213,-80.3162,0.9305,1115,28,,0.557,0.353
114,House,21533,35,2,NE,NE2,100,0,1,"ASHFORD, John Bradley",A000373,1949,,-0.185,0.441,-325.13112,0.746,1112,137,,-0.181,0.427
114,House,20927,65,1,NV,NV1,100,0,1,"TITUS, Alice (Dina)",T000468,1950,,-0.304,-0.215,-111.96703,0.90038,1067,42,,-0.297,-0.252
114,House,21151,65,3,NV,NV3,200,0,1,"HECK, Joe",H001055,1961,,0.324,0.014,-170.65291,0.853,1074,83,,0.364,-0.073
114,House,21196,65,2,NV,NV2,200,0,1,"AMODEI, Mark E.",A000369,1958,,0.381,0.196,-113.5078,0.898,1055,44,,0.323,0.459
114,House,21534,65,4,NV,NV4,200,0,1,"HARDY, Cresent Leo",H001070,1957,,0.353,0.209,-119.1218,0.897,1099,51,,0.353,0.203
114,House,21340,4,2,NH,NH2,100,0,1,"KUSTER, Ann McLane",K000382,1956,,-0.258,-0.103,-128.35649,0.89144,1117,48,,-0.257,-0.129
114,House,21535,4,1,NH,NH1,200,0,1,"GUINTA, Frank",G000570,1970,,0.427,-0.073,-156.51923,0.868,1110,61,,0.429,-0.088
114,House,14863,12,4,NJ,NJ4,200,0,1,"SMITH, Christopher Henry",S000522,1953,,0.17,-0.168,-317.06159,0.75211,1113,126,,0.278,-0.147
114,House,15454,12,6,NJ,NJ6,100,0,1,"PALLONE, Frank, Jr.",P000034,1951,,-0.404,-0.169,-89.23332,0.92249,1106,46,,-0.454,-0.405
114,House,20336,12,5,NJ,NJ5,200,0,1,"GARRETT, Scott",G000548,1959,,0.688,-0.243,-161.0892,0.864,1099,76,,0.622,-0.476
114,House,20542,12,8,NJ,NJ8,100,0,1,"SIRES, Albio",S001165,1951,,-0.405,0.098,-149.29304,0.86977,1070,67,,-0.361,0.095
114,House,20929,12,7,NJ,NJ7,200,0,1,"LANCE, Leonard",L000567,1952,,0.329,-0.237,-214.44596,0.82645,1125,110,,0.374,-0.144
114,House,21536,12,1,NJ,NJ1,100,0,1,"NORCROSS, Donald",N000188,1958,,-0.426,0.332,-132.13987,0.88767,1109,64,,-0.375,0.225
114,House,21537,12,3,NJ,NJ3,200,0,1,"MacARTHUR, Thomas Charles",M001193,1960,,0.206,0.274,-174.19264,0.85513,1113,75,,0.207,0.259
114,House,21538,12,12,NJ,NJ12,100,0,1,"WATSON COLEMAN, Bonnie",W000822,1945,,-0.617,-0.175,-77.39771,0.93294,1115,42,,-0.525,-0.427
114,House,29539,12,2,NJ,NJ2,200,0,1,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.224,-257.13908,0.79567,1125,119,,0.233,-0.195
114,House,29541,12,11,NJ,NJ11,200,0,1,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,-220.45187,0.82133,1120,85,,0.266,0.412
114,House,29741,12,9,NJ,NJ9,100,0,1,"PASCRELL, William J., Jr.",P000096,1937,,-0.367,-0.007,-113.35334,0.90217,1101,40,,-0.409,0.04
114,House,31103,12,10,NJ,NJ10,100,0,1,"PAYNE, Donald, Jr.",P000604,1958,,-0.52,-0.109,-76.11141,0.91993,912,31,,-0.524,-0.084
114,House,20337,66,2,NM,NM2,200,0,1,"PEARCE, Stevan",P000588,1947,,0.472,0.064,-153.22132,0.86518,1058,70,,0.509,0.003
114,House,20932,66,3,NM,NM3,100,0,1,"LUJÁN, Ben Ray",L000570,1972,,-0.368,0.015,-113.10508,0.90354,1115,42,,-0.388,0.108
114,House,21341,66,1,NM,NM1,100,0,1,"LUJAN GRISHAM, Michelle",L000580,1959,,-0.313,0.047,-131.90424,0.88422,1072,48,,-0.362,0.179
114,House,13035,13,13,NY,NY13,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-100.02235,0.911,1077,41,,-0.498,-0.088
114,House,15444,13,25,NY,NY25,100,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,2018.0,-0.465,-0.104,-87.21867,0.92424,1107,40,,-0.485,-0.096
114,House,15603,13,16,NY,NY16,100,0,1,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.093,-130.45409,0.88369,1055,42,,-0.429,0.072
114,House,15612,13,17,NY,NY17,100,0,1,"LOWEY, Nita M.",L000480,1937,,-0.389,-0.152,-97.13492,0.9165,1114,43,,-0.404,-0.021
114,House,20129,13,3,NY,NY3,100,0,1,"ISRAEL, Steve",I000057,1958,,-0.334,-0.051,-92.75235,0.919,1101,51,,-0.394,0.009
114,House,20519,13,26,NY,NY26,100,0,1,"HIGGINS, Brian",H001038,1959,,-0.348,-0.033,-99.95123,0.91389,1110,36,,-0.362,-0.127
114,House,20733,13,9,NY,NY9,100,0,1,"CLARKE, Yvette Diane",C001067,1964,,-0.612,-0.224,-72.31107,0.93677,1107,36,,-0.594,-0.401
114,House,20934,13,20,NY,NY20,100,0,1,"TONKO, Paul",T000469,1949,,-0.421,-0.262,-84.4386,0.92624,1102,30,,-0.434,-0.273
114,House,21101,13,23,NY,NY23,200,0,1,"REED, Thomas W. II",R000585,1971,,0.269,0.12,-144.08472,0.87785,1106,64,,0.278,0.161
114,House,21156,13,19,NY,NY19,200,0,1,"GIBSON, Christopher",G000564,1964,,0.203,-0.455,-347.40836,0.733,1117,178,,0.205,-0.371
114,House,21157,13,22,NY,NY22,200,0,1,"HANNA, Richard",H001051,1951,2020.0,0.215,-0.145,-258.38534,0.777,1024,119,,0.199,-0.158
114,House,21342,13,6,NY,NY6,100,0,1,"MENG, Grace",M001188,1975,,-0.378,-0.209,-96.62064,0.9151,1089,34,,-0.38,-0.127
114,House,21343,13,8,NY,NY8,100,0,1,"JEFFRIES, Hakeem",J000294,1970,,-0.488,-0.095,-61.27363,0.94539,1091,24,,-0.481,-0.092
114,House,21344,13,18,NY,NY18,100,0,1,"MALONEY, Sean Patrick",M001185,1966,,-0.239,0.114,-196.9316,0.8373,1109,89,,-0.258,0.114
114,House,21345,13,27,NY,NY27,200,0,1,"COLLINS, Chris",C001092,1950,,0.357,0.236,-111.64046,0.90366,1102,49,,0.358,0.225
114,House,21539,13,1,NY,NY1,200,0,1,"ZELDIN, Lee M",Z000017,1980,,0.397,-0.132,-204.62315,0.83302,1120,81,,0.331,-0.071
114,House,21540,13,4,NY,NY4,100,0,1,"RICE, Kathleen Maura",R000602,1965,,-0.28,0.039,-152.0167,0.86756,1070,77,,-0.271,-0.09
114,House,21541,13,21,NY,NY21,200,0,1,"STEFANIK, Elise M",S001196,1984,,0.258,-0.027,-190.73065,0.84393,1124,79,,0.204,0.077
114,House,21542,13,24,NY,NY24,200,0,1,"KATKO, John",K000386,1962,,0.187,0.007,-235.52114,0.80928,1113,102,,0.197,-0.025
114,House,21560,13,11,NY,NY11,200,2,2,"DONOVAN, Daniel M., Jr.",D000625,1956,,0.227,0.095,-150.92566,0.84794,915,58,,0.217,0.144
114,House,29134,13,15,NY,NY15,100,0,1,"SERRANO, José E.",S000248,1943,,-0.491,-0.377,-63.82062,0.94456,1119,36,,-0.471,-0.31
114,House,29375,13,2,NY,NY2,200,0,1,"KING, Peter T.",K000210,1944,,0.259,-0.03,-174.63569,0.85538,1118,57,,0.22,0.255
114,House,29377,13,10,NY,NY10,100,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.508,-0.499,-77.52356,0.9279,1036,42,,-0.47,-0.406
114,House,29378,13,7,NY,NY7,100,0,1,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.343,-62.77871,0.94516,1113,23,,-0.503,-0.33
114,House,29379,13,12,NY,NY12,100,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.284,-96.68919,0.91383,1073,36,,-0.378,-0.12
114,House,29776,13,5,NY,NY5,100,0,1,"MEEKS, Gregory W.",M001137,1953,,-0.414,-0.071,-100.93257,0.90204,979,32,,-0.397,0.006
114,House,29925,13,14,NY,NY14,100,0,1,"CROWLEY, Joseph",C001038,1962,,-0.412,-0.07,-82.14485,0.92715,1086,31,,-0.401,-0.129
114,House,15438,47,4,NC,NC4,100,0,1,"PRICE, David Eugene",P000523,1940,,-0.343,-0.03,-86.29019,0.92409,1093,28,,-0.447,0.015
114,House,20340,47,1,NC,NC1,100,0,1,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.184,-92.78775,0.91753,1078,32,,-0.441,0.183
114,House,20521,47,5,NC,NC5,200,0,1,"FOXX, Virginia Ann",F000450,1943,,0.627,0.149,-141.19463,0.87964,1101,69,,0.566,-0.095
114,House,20522,47,10,NC,NC10,200,0,1,"McHENRY, Patrick T.",M001156,1975,,0.536,0.106,-95.58878,0.91812,1119,36,,0.506,0.337
114,House,21159,47,2,NC,NC2,200,0,1,"ELLMERS, Renee",E000291,1964,,0.406,0.338,-143.7411,0.868,1018,63,,0.384,0.172
114,House,21346,47,8,NC,NC8,200,0,1,"HUDSON, Richard",H001067,1971,,0.541,0.136,-91.61094,0.9166,1052,42,,0.647,0.146
114,House,21347,47,9,NC,NC9,200,0,1,"PITTENGER, Robert",P000606,1948,,0.561,0.333,-87.25441,0.92421,1107,43,,0.535,0.291
114,House,21348,47,11,NC,NC11,200,0,1,"MEADOWS, Mark",M001187,1959,,0.605,-0.201,-126.69667,0.89213,1110,55,,0.62,-0.198
114,House,21349,47,13,NC,NC13,200,0,1,"HOLDING, George E.B.",H001065,1968,,0.604,0.165,-98.43318,0.91594,1121,51,,0.652,0.039
114,House,21543,47,6,NC,NC6,200,0,1,"WALKER, Bradley Mark",W000819,1969,,0.641,0.017,-98.37573,0.91475,1104,40,,0.619,-0.006
114,House,21544,47,7,NC,NC7,200,0,1,"ROUZER, David",R000603,1972,,0.566,0.173,-94.14263,0.91959,1123,51,,0.609,0.102
114,House,21545,47,12,NC,NC12,100,0,1,"ADAMS, Alma",A000370,1946,,-0.465,0.026,-54.88086,0.9486,1040,22,,-0.475,0.017
114,House,29546,47,3,NC,NC3,200,0,1,"JONES, Walter Beaman, Jr.",J000255,1943,2019.0,0.244,-0.362,-1060.08808,0.37778,1089,411,,0.416,-0.909
114,House,21350,36,1,ND,ND1,200,0,1,"CRAMER, Kevin",C001096,1961,,0.394,0.381,-99.1336,0.91367,1098,41,,0.396,0.263
114,House,15029,24,9,OH,OH9,100,0,1,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.108,-138.94549,0.87886,1076,42,,-0.387,0.01
114,House,20130,24,12,OH,OH12,200,0,1,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,-121.38741,0.8947,1091,57,,0.349,0.302
114,House,20342,24,10,OH,OH10,200,0,1,"TURNER, Michael R.",T000463,1960,,0.275,0.217,-112.59909,0.89985,1067,52,,0.246,0.426
114,House,20343,24,13,OH,OH13,100,0,1,"RYAN, Timothy J.",R000577,1973,,-0.402,0.208,-126.94889,0.88939,1083,66,,-0.381,0.036
114,House,20738,24,4,OH,OH4,200,0,1,"JORDAN, Jim",J000289,1964,,0.718,-0.202,-118.72695,0.89856,1110,70,,0.744,-0.415
114,House,20755,24,5,OH,OH5,200,0,1,"LATTA, Robert E.",L000566,1956,,0.514,0.27,-79.72552,0.93123,1119,26,,0.541,0.216
114,House,20941,24,11,OH,OH11,100,0,1,"FUDGE, Marcia L.",F000455,1952,,-0.581,0.14,-93.47519,0.91803,1093,48,,-0.532,0.057
114,House,21162,24,6,OH,OH6,200,0,1,"JOHNSON, Bill",J000292,1954,,0.422,0.274,-98.59975,0.9158,1121,53,,0.383,0.435
114,House,21163,24,15,OH,OH15,200,0,1,"STIVERS, Steve",S001187,1965,,0.3,0.269,-104.0801,0.9078,1076,46,,0.314,0.344
114,House,21164,24,16,OH,OH16,200,0,1,"RENACCI, Jim",R000586,1958,,0.387,0.143,-143.40055,0.87932,1115,80,,0.372,0.18
114,House,21165,24,7,OH,OH7,200,0,1,"GIBBS, Bob",G000563,1954,,0.48,0.291,-90.15916,0.92272,1121,47,,0.486,0.347
114,House,21351,24,2,OH,OH2,200,0,1,"WENSTRUP, Brad",W000815,1958,,0.534,0.223,-106.156,0.90895,1112,44,,0.594,0.146
114,House,21352,24,3,OH,OH3,100,0,1,"BEATTY, Joyce",B001281,1950,,-0.434,0.044,-81.03402,0.92947,1108,22,,-0.437,0.11
114,House,21353,24,14,OH,OH14,200,0,1,"JOYCE, David",J000295,1957,,0.261,0.274,-122.03162,0.89454,1095,53,,0.273,0.22
114,House,21564,24,8,OH,OH8,200,2,2,"DAVIDSON, Warren",D000626,1970,,0.667,-0.357,-33.08129,0.88894,281,12,,0.733,-0.191
114,House,29137,24,8,OH,OH8,200,1,1,"BOEHNER, John Andrew",B000589,1949,,0.513,0.04,,,,,,0.149,0.91
114,House,29550,24,1,OH,OH1,200,0,1,"CHABOT, Steve",C000266,1953,,0.549,-0.151,-85.88996,0.92643,1124,27,,0.618,0.183
114,House,20344,53,4,OK,OK4,200,0,1,"COLE, Tom",C001053,1949,,0.329,0.37,-92.40834,0.92012,1110,26,,0.284,0.495
114,House,21354,53,1,OK,OK1,200,0,1,"BRIDENSTINE, Jim",B001283,1975,,0.689,-0.157,-132.75408,0.88737,1111,52,,0.651,-0.126
114,House,21355,53,2,OK,OK2,200,0,1,"MULLIN, Markwayne",M001190,1977,,0.538,0.234,-95.14278,0.91828,1116,44,,0.461,0.607
114,House,21546,53,5,OK,OK5,200,0,1,"RUSSELL, Steve",R000604,1963,,0.473,-0.183,-201.39297,0.83353,1106,66,,0.453,-0.021
114,House,29393,53,3,OK,OK3,200,0,1,"LUCAS, Frank D.",L000491,1960,,0.366,0.418,-75.70861,0.93486,1124,26,,0.351,0.537
114,House,15410,72,4,OR,OR4,100,0,1,"DeFAZIO, Peter Anthony",D000191,1947,,-0.427,-0.002,-232.79875,0.79805,1032,92,,-0.269,-0.366
114,House,20944,72,5,OR,OR5,100,0,1,"SCHRADER, Kurt",S001180,1951,,-0.182,0.055,-427.77424,0.67588,1092,188,,-0.156,-0.034
114,House,21198,72,1,OR,OR1,100,0,1,"BONAMICI, Suzanne",B001278,1954,,-0.394,-0.408,-80.01306,0.93027,1107,46,,-0.404,-0.385
114,House,29588,72,3,OR,OR3,100,0,1,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.661,-130.02687,0.88755,1090,53,,-0.388,-0.751
114,House,29932,72,2,OR,OR2,200,0,1,"WALDEN, Greg",W000791,1957,,0.333,-0.011,-112.26439,0.90479,1122,39,,0.348,0.12
114,House,20134,14,9,PA,PA9,200,0,1,"SHUSTER, William (Bill)",S001154,1961,,0.374,0.323,-106.33063,0.9092,1117,46,,0.323,0.403
114,House,20346,14,18,PA,PA18,200,0,1,"MURPHY, Timothy",M001151,1952,,0.258,0.198,-139.20934,0.88263,1115,59,,0.339,0.225
114,House,20524,14,8,PA,PA8,200,0,1,"FITZPATRICK, Michael G.",F000451,1963,2020.0,0.202,-0.186,-278.04712,0.774,1083,134,,0.221,-0.134
114,House,20526,14,15,PA,PA15,200,0,1,"DENT, Charles W.",D000604,1960,,0.244,-0.085,-208.8752,0.83041,1124,84,,0.225,0.071
114,House,20946,14,5,PA,PA5,200,0,1,"THOMPSON, Glenn",T000467,1959,,0.318,0.398,-153.96127,0.87178,1122,65,,0.322,0.187
114,House,21167,14,3,PA,PA3,200,0,1,"KELLY, Mike",K000376,1948,,0.365,0.416,-104.64547,0.91087,1121,40,,0.327,0.605
114,House,21168,14,7,PA,PA7,200,0,1,"MEEHAN, Patrick",M001181,1955,,0.22,0.076,-216.11429,0.82423,1118,101,,0.226,0.021
114,House,21170,14,10,PA,PA10,200,0,1,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-84.04382,0.92308,1050,26,,0.342,0.78
114,House,21171,14,11,PA,PA11,200,0,1,"BARLETTA, Lou",B001269,1956,,0.278,0.393,-122.93741,0.8901,1056,48,,0.306,0.421
114,House,21356,14,4,PA,PA4,200,0,1,"PERRY, Scott",P000605,1962,,0.664,-0.436,-138.20809,0.88371,1118,64,,0.681,-0.459
114,House,21357,14,12,PA,PA12,200,0,1,"ROTHFUS, Keith",R000598,1962,,0.498,0.044,-96.20051,0.91741,1116,43,,0.524,0.093
114,House,21358,14,17,PA,PA17,100,0,1,"CARTWRIGHT, Matt",C001090,1961,,-0.36,-0.028,-113.52793,0.90219,1103,42,,-0.395,-0.01
114,House,21547,14,6,PA,PA6,200,0,1,"COSTELLO, Ryan",C001106,1976,,0.217,-0.055,-208.60672,0.82895,1112,99,,0.21,-0.055
114,House,21548,14,13,PA,PA13,100,0,1,"BOYLE, Brendan Francis",B001296,1977,,-0.4,0.132,-131.17316,0.88563,1080,62,,-0.361,0.039
114,House,21566,14,2,PA,PA2,100,2,2,"EVANS, Dwight",E000296,1954,,-0.465,-0.095,-3.22383,0.89811,30,1,,-0.26,-0.13
114,House,29559,14,2,PA,PA2,100,1,1,"FATTAH, Chaka",F000043,1956,,-0.472,-0.054,-58.07576,0.919,687,22,,-0.436,-0.193
114,House,29561,14,14,PA,PA14,100,0,1,"DOYLE, Michael F.",D000482,1953,,-0.331,0.099,-134.58107,0.88253,1077,51,,-0.403,0.014
114,House,29752,14,16,PA,PA16,200,0,1,"PITTS, Joseph R.",P000373,1939,,0.538,0.012,-115.46484,0.9,1098,49,,0.492,0.093
114,House,29777,14,1,PA,PA1,100,0,1,"BRADY, Robert A.",B001227,1945,,-0.484,0.225,-89.61206,0.91966,1070,47,,-0.459,0.013
114,House,20136,5,2,RI,RI2,100,0,1,"LANGEVIN, James",L000559,1964,,-0.375,0.114,-121.23015,0.89671,1112,57,,-0.373,0.102
114,House,21172,5,1,RI,RI1,100,0,1,"CICILLINE, David N.",C001084,1961,,-0.388,-0.267,-70.67537,0.93826,1109,25,,-0.386,-0.276
114,House,20138,48,2,SC,SC2,200,0,1,"WILSON, Addison Graves (Joe)",W000795,1947,,0.531,0.139,-84.33688,0.92696,1112,32,,0.513,0.509
114,House,21174,48,3,SC,SC3,200,0,1,"DUNCAN, Jeff",D000615,1966,,0.706,-0.09,-129.71729,0.88741,1086,51,,0.683,-0.303
114,House,21175,48,4,SC,SC4,200,0,1,"GOWDY, Trey",G000566,1964,,0.655,-0.002,-70.87642,0.93602,1072,26,,0.641,0.134
114,House,21176,48,5,SC,SC5,200,0,1,"MULVANEY, Mick",M001182,1967,,0.75,-0.592,-143.49656,0.87654,1089,77,,0.739,-0.674
114,House,21359,48,7,SC,SC7,200,0,1,"RICE, Tom",R000597,1957,,0.564,-0.216,-165.27942,0.86223,1115,76,,0.563,-0.297
114,House,29565,48,1,SC,SC1,200,0,1,"SANFORD, Mark",S000051,1960,,0.686,-0.728,-272.18674,0.78115,1102,132,,0.919,-0.395
114,House,39301,48,6,SC,SC6,100,0,1,"CLYBURN, James Enos",C000537,1940,,-0.464,0.254,-92.36241,0.91745,1072,47,,-0.487,0.232
114,House,21177,37,1,SD,SD1,200,0,1,"NOEM, Kristi",N000184,1971,,0.398,0.326,-113.04443,0.90259,1103,58,,0.417,0.353
114,House,15019,54,5,TN,TN5,100,0,1,"COOPER, James Hayes Shofner",C000754,1954,,-0.164,-0.033,-362.16743,0.72118,1108,143,,-0.171,0.026
114,House,15455,54,2,TN,TN2,200,0,1,"DUNCAN, John J., Jr.",D000533,1947,,0.604,-0.476,-351.9388,0.72787,1108,132,,0.919,-0.395
114,House,20351,54,7,TN,TN7,200,0,1,"BLACKBURN, Marsha",B001243,1952,,0.627,0.152,-72.55244,0.93589,1095,21,,0.668,0.172
114,House,20748,54,9,TN,TN9,100,0,1,"COHEN, Stephen",C001068,1949,,-0.398,-0.352,-120.18401,0.89623,1097,49,,-0.343,-0.489
114,House,20947,54,1,TN,TN1,200,0,1,"ROE, David P. (Phil)",R000582,1945,,0.486,0.024,-82.32968,0.92296,1027,34,,0.578,0.056
114,House,21178,54,3,TN,TN3,200,0,1,"FLEISCHMANN, Chuck",F000459,1962,,0.459,0.291,-90.25595,0.92251,1119,43,,0.488,0.395
114,House,21179,54,4,TN,TN4,200,0,1,"DESJARLAIS, Scott",D000616,1964,,0.578,-0.074,-127.35085,0.88858,1078,53,,0.703,-0.336
114,House,21180,54,6,TN,TN6,200,0,1,"BLACK, Diane",B001273,1951,,0.58,0.219,-72.9603,0.93403,1069,22,,0.623,0.289
114,House,21181,54,8,TN,TN8,200,0,1,"FINCHER, Stephen Lee",F000458,1973,,0.526,0.181,-99.54881,0.889,845,43,,0.5,0.107
114,House,15085,49,6,TX,TX6,200,0,1,"BARTON, Joe Linus",B000213,1949,,0.528,0.047,-112.83661,0.90242,1099,49,,0.489,0.184
114,House,15445,49,21,TX,TX21,200,0,1,"SMITH, Lamar Seeligson",S000583,1947,,0.425,0.061,-109.8227,0.90564,1108,48,,0.57,0.244
114,House,20139,49,7,TX,TX7,200,0,1,"CULBERSON, John",C001048,1956,,0.503,0.366,-123.50565,0.89118,1072,54,,0.515,0.241
114,House,20352,49,5,TX,TX5,200,0,1,"HENSARLING, Jeb",H001036,1957,,0.703,0.04,-77.32516,0.93288,1113,29,,0.641,0.206
114,House,20353,49,19,TX,TX19,200,0,1,"NEUGEBAUER, Randy",N000182,1949,,0.628,0.322,-79.75961,0.931,1117,32,,0.665,0.158
