congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,district_id,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
114,House,20355,49,26,TX,TX26,200,0,1,"BURGESS, Michael C.",B001248,1950,,0.574,-0.201,-169.77623,0.85934,1120,87,,0.671,-0.452
114,House,20356,49,31,TX,TX31,200,0,1,"CARTER, John R.",C001051,1941,,0.481,0.584,-84.84393,0.92252,1052,47,,0.48,0.877
114,House,20527,49,1,TX,TX1,200,0,1,"GOHMERT, Louie",G000552,1953,,0.642,-0.398,-152.94106,0.86658,1068,64,,0.724,-0.438
114,House,20528,49,2,TX,TX2,200,0,1,"POE, Ted",P000592,1948,,0.594,-0.029,-154.06585,0.85116,956,72,,0.537,-0.192
114,House,20529,49,9,TX,TX9,100,0,1,"GREEN, Al",G000553,1947,,-0.438,0.294,-130.53852,0.88733,1092,60,,-0.469,0.33
114,House,20530,49,10,TX,TX10,200,0,1,"McCAUL, Michael T.",M001157,1962,,0.424,0.111,-110.24752,0.90529,1108,44,,0.505,0.318
114,House,20531,49,11,TX,TX11,200,0,1,"CONAWAY, K. Michael",C001062,1948,,0.593,0.367,-84.27458,0.92783,1125,33,,0.582,0.296
114,House,20532,49,24,TX,TX24,200,0,1,"MARCHANT, Kenny",M001158,1951,,0.6,0.154,-98.0964,0.91224,1068,44,,0.634,0.063
114,House,20533,49,28,TX,TX28,100,0,1,"CUELLAR, Henry",C001063,1955,,-0.229,0.618,-292.70483,0.76393,1087,124,,-0.24,0.765
114,House,20948,49,22,TX,TX22,200,0,1,"OLSON, Pete",O000168,1962,,0.548,0.308,-69.52697,0.93918,1108,21,,0.602,0.249
114,House,21182,49,17,TX,TX17,200,0,1,"FLORES, Bill",F000461,1954,,0.572,0.293,-76.94507,0.93309,1111,40,,0.61,0.29
114,House,21184,49,27,TX,TX27,200,0,1,"FARENTHOLD, Blake",F000460,1961,,0.548,0.016,-134.64619,0.88673,1120,64,,0.585,-0.133
114,House,21360,49,14,TX,TX14,200,0,1,"WEBER, Randy",W000814,1953,,0.731,0.002,-171.10143,0.85856,1122,70,,0.644,-0.153
114,House,21361,49,16,TX,TX16,100,0,1,"O'ROURKE, Beto",O000170,1972,,-0.304,-0.331,-127.65371,0.88724,1067,45,,-0.299,-0.285
114,House,21362,49,20,TX,TX20,100,0,1,"CASTRO, Joaquin",C001091,1974,,-0.401,-0.041,-85.62787,0.9214,1046,26,,-0.418,0.015
114,House,21364,49,25,TX,TX25,200,0,1,"WILLIAMS, Roger",W000816,1949,,0.586,0.139,-83.46804,0.92393,1055,34,,0.614,0.208
114,House,21365,49,33,TX,TX33,100,0,1,"VEASEY, Marc",V000131,1971,,-0.4,0.283,-146.6268,0.87636,1111,77,,-0.391,0.264
114,House,21366,49,34,TX,TX34,100,0,1,"VELA, Filemon",V000132,1963,,-0.311,0.407,-229.15702,0.8124,1103,103,,-0.321,0.424
114,House,21549,49,4,TX,TX4,200,0,1,"RATCLIFFE, John",R000601,1965,,0.693,0.113,-85.91742,0.92635,1123,42,,0.737,0.082
114,House,21550,49,23,TX,TX23,200,0,1,"HURD, William Ballard",H001073,1977,,0.287,0.228,-137.10032,0.88507,1123,67,,0.414,0.213
114,House,21551,49,36,TX,TX36,200,0,1,"BABIN, Brian",B001291,1948,,0.708,0.089,-87.00905,0.92461,1110,45,,0.713,0.064
114,House,29143,49,3,TX,TX3,200,0,1,"JOHNSON, Sam",J000174,1930,2020.0,0.61,0.277,-73.39637,0.9309,1025,30,,0.658,0.125
114,House,29571,49,35,TX,TX35,100,0,1,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.316,-129.78785,0.88993,1113,49,,-0.401,-0.215
114,House,29572,49,13,TX,TX13,200,0,1,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.525,0.313,-94.58222,0.91881,1117,42,,0.442,0.807
114,House,29573,49,18,TX,TX18,100,0,1,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.124,-121.8187,0.8852,999,47,,-0.484,0.214
114,House,29759,49,32,TX,TX32,200,0,1,"SESSIONS, Pete",S000250,1955,,0.59,0.139,-75.48774,0.93397,1105,25,,0.6,0.384
114,House,29760,49,8,TX,TX8,200,0,1,"BRADY, Kevin Patrick",B000755,1955,,0.52,0.235,-69.85715,0.93731,1079,27,,0.518,0.51
114,House,29762,49,12,TX,TX12,200,0,1,"GRANGER, Kay",G000377,1943,,0.402,0.234,-94.99261,0.91374,1053,41,,0.393,0.82
114,House,29763,49,15,TX,TX15,100,0,1,"HINOJOSA, Rubén",H000636,1940,,-0.34,0.235,-128.93825,0.863,873,51,,-0.397,0.189
114,House,39304,49,29,TX,TX29,100,0,1,"GREEN, Raymond Eugene (Gene)",G000410,1947,,-0.324,0.453,-275.63,0.77438,1078,121,,-0.353,0.465
114,House,39305,49,30,TX,TX30,100,0,1,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.198,-126.24026,0.8858,1041,57,,-0.529,0.245
114,House,20357,67,1,UT,UT1,200,0,1,"BISHOP, Robert (Rob)",B001250,1951,,0.537,0.105,-119.79062,0.89427,1072,40,,0.529,0.107
114,House,20949,67,3,UT,UT3,200,0,1,"CHAFFETZ, Jason",C001076,1967,,0.647,-0.278,-149.04672,0.87098,1079,71,,0.567,-0.194
114,House,21367,67,2,UT,UT2,200,0,1,"STEWART, Chris",S001192,1960,,0.507,0.165,-108.49909,0.90566,1095,38,,0.548,0.112
114,House,21552,67,4,UT,UT4,200,0,1,"LOVE, Ludmya Bourdeau (Mia)",L000584,1975,,0.542,-0.056,-106.21871,0.90859,1108,45,,0.582,-0.058
114,House,20750,6,1,VT,VT1,100,0,1,"WELCH, Peter",W000800,1947,,-0.407,-0.356,-122.36106,0.89427,1095,51,,-0.405,-0.506
114,House,20143,40,4,VA,VA4,200,0,1,"FORBES, J. Randy",F000445,1952,,0.407,0.218,-99.8446,0.909,1041,48,,0.506,0.19
114,House,20756,40,1,VA,VA1,200,0,1,"WITTMAN, Robert J.",W000804,1959,,0.445,0.004,-140.90755,0.88168,1119,62,,0.555,-0.018
114,House,20952,40,11,VA,VA11,100,0,1,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.019,-121.47688,0.89704,1118,60,,-0.308,-0.074
114,House,21185,40,2,VA,VA2,200,0,1,"RIGELL, E. Scott",R000589,1960,,0.405,-0.084,-184.52576,0.848,1116,81,,0.336,0.041
114,House,21186,40,5,VA,VA5,200,0,1,"HURT, Robert",H001060,1969,,0.568,0.0,-107.94951,0.905,1085,39,,0.57,-0.113
114,House,21191,40,9,VA,VA9,200,0,1,"GRIFFITH, H. Morgan",G000568,1958,,0.535,-0.403,-246.84657,0.80109,1113,113,,0.565,-0.516
114,House,21553,40,7,VA,VA7,200,0,1,"BRAT, David A.",B001290,1964,,0.829,-0.325,-115.53826,0.89872,1082,38,,0.846,-0.302
114,House,21554,40,8,VA,VA8,100,0,1,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.386,-0.054,-112.06989,0.90204,1087,45,,-0.363,-0.147
114,House,21555,40,10,VA,VA10,200,0,1,"COMSTOCK, Barbara J.",C001105,1959,,0.276,0.389,-110.45449,0.90536,1111,37,,0.269,0.542
114,House,39307,40,3,VA,VA3,100,0,1,"SCOTT, Robert C.",S000185,1947,,-0.45,0.016,-87.96759,0.92414,1115,23,,-0.456,-0.004
114,House,39308,40,6,VA,VA6,200,0,1,"GOODLATTE, Robert William",G000289,1952,,0.496,-0.002,-102.44023,0.91207,1113,36,,0.565,0.139
114,House,15613,73,7,WA,WA7,100,0,1,"McDERMOTT, James A.",M000404,1936,,-0.666,-0.197,-108.50771,0.905,1083,51,,-0.492,-0.559
114,House,20145,73,2,WA,WA2,100,0,1,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.186,-138.27995,0.88356,1117,60,,-0.346,0.048
114,House,20535,73,5,WA,WA5,200,0,1,"McMORRIS RODGERS, Cathy",M001159,1969,,0.422,0.134,-95.32936,0.9182,1117,32,,0.434,0.254
114,House,20536,73,8,WA,WA8,200,0,1,"REICHERT, David G.",R000578,1950,,0.224,-0.146,-246.12425,0.79771,1089,110,,0.225,-0.045
114,House,21187,73,3,WA,WA3,200,0,1,"HERRERA BEUTLER, Jaime",H001056,1978,,0.343,-0.141,-171.98569,0.82247,880,80,,0.383,-0.238
114,House,21368,73,6,WA,WA6,100,0,1,"KILMER, Derek",K000381,1974,,-0.31,-0.016,-106.85572,0.90931,1124,56,,-0.298,-0.094
114,House,21369,73,10,WA,WA10,100,0,1,"HECK, Denny",H001064,1952,,-0.312,-0.128,-101.54772,0.9134,1121,39,,-0.325,-0.041
114,House,21556,73,4,WA,WA4,200,0,1,"NEWHOUSE, Daniel Milton",N000189,1955,,0.333,0.276,-128.08504,0.89194,1120,57,,0.369,0.192
114,House,29768,73,9,WA,WA9,100,0,1,"SMITH, Adam",S000510,1965,,-0.286,-0.161,-120.84299,0.875,905,44,,-0.467,0.095
114,House,31101,73,1,WA,WA1,100,0,1,"DelBENE, Suzan K.",D000617,1962,,-0.285,-0.203,-104.44111,0.91112,1122,42,,-0.309,-0.187
114,House,21188,56,1,WV,WV1,200,0,1,"McKINLEY, David",M001180,1947,,0.301,0.175,-187.34449,0.84559,1117,88,,0.331,0.095
114,House,21557,56,2,WV,WV2,200,0,1,"MOONEY, Alex X.",M001195,1971,,0.559,-0.211,-157.3158,0.86841,1115,60,,0.563,-0.224
114,House,21558,56,3,WV,WV3,200,0,1,"JENKINS, Evan H.",J000297,1960,,0.315,0.308,-116.70115,0.90037,1112,65,,0.307,0.286
114,House,14657,25,5,WI,WI5,200,0,1,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.638,-0.579,-190.88071,0.84394,1125,85,,0.667,-0.538
114,House,20537,25,4,WI,WI4,100,0,1,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.525,-0.252,-84.48603,0.92241,1046,38,,-0.475,-0.285
114,House,21189,25,7,WI,WI7,200,0,1,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-127.25011,0.88797,1071,52,,0.524,-0.116
114,House,21190,25,8,WI,WI8,200,0,1,"RIBBLE, Reid",R000587,1956,,0.603,-0.333,-208.95525,0.827,1099,84,,0.539,-0.341
114,House,21370,25,2,WI,WI2,100,0,1,"POCAN, Mark",P000607,1964,,-0.535,-0.554,-53.48751,0.95245,1098,29,,-0.547,-0.419
114,House,21559,25,6,WI,WI6,200,0,1,"GROTHMAN, Glenn",G000576,1955,,0.6,-0.27,-156.37625,0.86881,1112,71,,0.591,-0.236
114,House,29769,25,3,WI,WI3,100,0,1,"KIND, Ron",K000188,1963,,-0.26,-0.08,-199.39689,0.82998,1070,93,,-0.251,-0.079
114,House,29939,25,1,WI,WI1,200,0,1,"RYAN, Paul D.",R000570,1970,,0.556,-0.25,-62.71176,0.88514,514,21,,0.485,0.163
114,House,20953,68,1,WY,WY1,200,0,1,"LUMMIS, Cynthia M.",L000571,1954,,0.69,-0.358,-159.12223,0.86611,1107,74,,0.717,-0.496
